user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating,average_rating_bin
112,2,3,4,81.25,81-90
112,7,1,2,76.0,71-80
112,8,0,1,72.0,71-80
112,12,0,1,64.0,61-70
112,14,0,1,64.0,61-70
112,15,1,1,81.0,81-90
112,17,0,1,70.0,71-80
113,2,3,5,76.6,71-80
113,4,2,2,82.5,81-90
113,6,1,2,82.5,81-90
113,7,0,1,68.0,61-70
113,13,1,1,88.0,81-90
113,14,1,1,77.0,71-80
113,17,1,1,90.0,91-100
114,2,4,4,78.75,71-80
114,3,2,2,84.0,81-90
114,4,0,1,76.0,71-80
114,6,1,1,82.0,81-90
114,8,2,2,93.0,91-100
114,10,1,1,86.0,81-90
114,13,0,1,72.0,71-80
114,17,0,1,73.0,71-80
114,20,1,1,83.0,81-90
115,1,1,1,83.0,81-90
115,2,3,4,82.0,81-90
115,4,0,1,73.0,71-80
115,6,1,1,80.0,81-90
115,12,1,1,91.0,91-100
115,14,0,1,69.0,61-70
115,16,1,1,90.0,91-100
115,17,1,1,77.0,71-80
116,2,2,4,75.75,71-80
116,4,1,1,82.0,81-90
116,12,1,1,87.0,81-90
116,13,0,1,75.0,71-80
116,17,0,2,74.5,71-80
116,19,1,1,87.0,81-90
116,20,0,1,72.0,71-80
117,2,2,4,78.5,71-80
117,4,1,1,83.0,81-90
117,5,0,1,66.0,61-70
117,6,0,1,70.0,71-80
117,7,1,1,78.0,71-80
117,17,0,1,76.0,71-80
117,19,1,1,88.0,81-90
118,2,2,5,75.0,71-80
118,4,1,1,90.0,91-100
118,7,0,1,74.0,71-80
118,9,2,3,78.67,71-80
118,10,0,1,76.0,71-80
118,11,1,1,83.0,81-90
118,17,1,2,81.0,81-90
118,20,0,1,72.0,71-80
119,2,3,4,82.75,81-90
119,6,1,1,79.0,71-80
119,8,0,1,74.0,71-80
119,10,0,1,75.0,71-80
119,11,1,2,81.5,81-90
119,14,0,1,65.0,61-70
119,17,1,1,82.0,81-90
120,1,1,2,73.5,71-80
120,2,2,4,77.5,71-80
120,7,0,1,69.0,61-70
120,8,1,2,80.5,81-90
120,10,1,1,94.0,91-100
120,17,1,1,89.0,81-90
121,2,1,3,76.67,71-80
121,4,1,2,72.0,71-80
121,9,1,2,75.5,71-80
121,14,1,2,77.5,71-80
121,17,1,1,86.0,81-90
121,18,1,1,78.0,71-80
122,2,3,4,79.75,71-80
122,6,0,1,72.0,71-80
122,7,1,1,88.0,81-90
122,10,1,1,78.0,71-80
122,11,2,2,80.0,81-90
122,13,0,1,74.0,71-80
122,17,1,2,73.0,71-80
122,18,1,1,86.0,81-90
122,20,1,1,79.0,71-80
123,2,3,4,76.75,71-80
123,4,2,2,83.5,81-90
123,5,0,1,76.0,71-80
123,6,1,1,84.0,81-90
123,7,0,1,65.0,61-70
123,9,1,1,86.0,81-90
123,11,2,2,81.0,81-90
123,13,1,1,91.0,91-100
123,17,1,1,89.0,81-90
123,20,0,1,73.0,71-80
124,2,2,4,77.75,71-80
124,9,1,2,71.5,71-80
124,10,0,2,71.5,71-80
124,11,0,1,65.0,61-70
124,12,1,1,81.0,81-90
124,17,1,1,84.0,81-90
125,1,1,1,80.0,81-90
125,2,3,4,78.5,71-80
125,3,0,1,74.0,71-80
125,8,1,1,91.0,91-100
125,10,1,1,89.0,81-90
125,11,1,1,90.0,91-100
125,13,1,1,82.0,81-90
125,14,1,1,79.0,71-80
125,17,0,1,76.0,71-80
125,18,1,1,80.0,81-90
126,1,1,1,87.0,81-90
126,2,2,4,77.0,71-80
126,4,1,1,88.0,81-90
126,6,0,1,73.0,71-80
126,14,1,1,86.0,81-90
126,17,0,1,75.0,71-80
126,18,1,2,74.5,71-80
127,2,5,5,88.2,81-90
127,3,1,1,91.0,91-100
127,5,1,2,72.5,71-80
127,12,0,1,70.0,71-80
127,13,0,1,76.0,71-80
127,17,1,2,76.0,71-80
128,2,4,4,82.25,81-90
128,4,1,1,88.0,81-90
128,7,1,1,79.0,71-80
128,9,0,1,70.0,71-80
128,11,1,1,82.0,81-90
128,12,1,1,82.0,81-90
128,17,1,1,94.0,91-100
128,20,1,1,89.0,81-90
129,1,1,1,77.0,71-80
129,2,4,5,77.6,71-80
129,8,1,1,84.0,81-90
129,9,1,1,91.0,91-100
129,12,2,2,80.5,81-90
129,16,0,1,69.0,61-70
129,17,0,2,71.0,71-80
129,19,1,2,81.5,81-90
130,2,2,4,78.0,71-80
130,3,1,1,87.0,81-90
130,11,1,1,83.0,81-90
130,12,1,1,82.0,81-90
130,14,1,1,79.0,71-80
130,15,1,1,90.0,91-100
130,16,0,1,76.0,71-80
130,17,1,2,78.0,71-80
131,2,3,5,79.8,71-80
131,4,1,1,88.0,81-90
131,8,0,1,67.0,61-70
131,15,0,1,68.0,61-70
131,16,1,1,78.0,71-80
131,17,1,1,91.0,91-100
132,2,2,3,85.0,81-90
132,5,0,1,76.0,71-80
132,7,1,1,78.0,71-80
132,9,0,2,66.5,61-70
132,11,0,1,65.0,61-70
132,13,1,1,87.0,81-90
132,17,1,1,90.0,91-100
132,18,1,1,82.0,81-90
132,20,0,1,74.0,71-80
133,1,1,1,81.0,81-90
133,2,3,4,80.25,81-90
133,6,1,1,88.0,81-90
133,8,2,2,83.5,81-90
133,9,0,1,75.0,71-80
133,14,2,2,88.5,81-90
133,17,2,2,78.5,71-80
133,20,0,2,74.5,71-80
134,2,3,4,77.0,71-80
134,3,1,1,86.0,81-90
134,5,1,1,76.0,71-80
134,6,0,1,67.0,61-70
134,7,1,2,73.5,71-80
134,10,1,1,77.0,71-80
134,14,2,2,79.0,71-80
134,17,1,1,85.0,81-90
134,19,1,1,83.0,81-90
134,20,0,1,76.0,71-80
135,1,1,1,78.0,71-80
135,2,3,4,78.25,71-80
135,6,0,1,69.0,61-70
135,7,1,1,82.0,81-90
135,8,1,1,85.0,81-90
135,15,1,1,82.0,81-90
135,17,1,1,90.0,91-100
135,18,1,1,92.0,91-100
135,19,1,1,88.0,81-90
135,20,1,1,86.0,81-90
136,1,0,1,76.0,71-80
136,2,5,5,85.2,81-90
136,5,2,2,87.0,81-90
136,8,1,1,76.0,71-80
136,10,0,1,74.0,71-80
136,11,1,1,76.0,71-80
136,13,1,1,87.0,81-90
136,15,1,1,78.0,71-80
136,17,1,1,80.0,81-90
136,19,1,1,79.0,71-80
137,1,0,1,77.0,71-80
137,2,2,4,77.0,71-80
137,10,1,1,79.0,71-80
137,16,1,1,95.0,91-100
137,17,2,2,78.5,71-80
137,18,0,1,74.0,71-80
137,19,1,1,77.0,71-80
138,2,2,4,73.5,71-80
138,3,1,1,87.0,81-90
138,5,1,1,83.0,81-90
138,9,1,3,76.33,71-80
138,13,1,1,76.0,71-80
138,15,0,1,65.0,61-70
138,16,1,2,83.0,81-90
138,17,1,1,85.0,81-90
138,19,1,1,80.0,81-90
139,1,1,1,92.0,91-100
139,2,3,4,82.5,81-90
139,3,1,2,70.5,71-80
139,6,0,1,70.0,71-80
139,7,1,1,81.0,81-90
139,11,1,1,81.0,81-90
139,17,0,1,64.0,61-70
139,19,1,1,92.0,91-100
139,20,1,1,77.0,71-80
140,2,3,4,82.25,81-90
140,5,1,1,78.0,71-80
140,6,1,1,78.0,71-80
140,7,1,1,81.0,81-90
140,8,1,1,83.0,81-90
140,10,1,1,84.0,81-90
140,12,1,1,76.0,71-80
140,17,2,2,84.5,81-90
141,2,3,4,79.0,71-80
141,6,1,1,82.0,81-90
141,10,0,1,70.0,71-80
141,12,1,1,78.0,71-80
141,13,1,1,95.0,91-100
141,15,2,2,91.5,91-100
142,2,2,4,81.25,81-90
142,3,1,1,77.0,71-80
142,6,0,1,71.0,71-80
142,8,0,1,74.0,71-80
142,9,0,1,76.0,71-80
142,13,1,1,93.0,91-100
142,14,1,2,84.0,81-90
142,17,2,2,86.0,81-90
142,18,1,1,78.0,71-80
142,20,1,1,81.0,81-90
143,2,4,4,83.75,81-90
143,3,0,1,72.0,71-80
143,6,1,2,79.5,71-80
143,7,0,1,74.0,71-80
143,11,2,2,87.5,81-90
143,17,2,2,83.0,81-90
143,19,1,2,80.5,81-90
144,2,4,4,83.5,81-90
144,3,0,1,69.0,61-70
144,5,1,1,87.0,81-90
144,9,1,1,84.0,81-90
144,10,1,1,79.0,71-80
144,17,0,1,73.0,71-80
144,20,0,1,68.0,61-70
145,2,4,4,85.25,81-90
145,7,1,1,80.0,81-90
145,9,1,1,84.0,81-90
145,10,1,1,87.0,81-90
145,11,2,2,81.5,81-90
145,18,0,1,71.0,71-80
146,1,0,1,72.0,71-80
146,2,3,4,81.25,81-90
146,4,1,1,84.0,81-90
146,6,1,1,93.0,91-100
146,9,1,1,89.0,81-90
146,10,0,1,70.0,71-80
146,12,1,1,79.0,71-80
146,13,0,1,69.0,61-70
146,17,1,3,73.0,71-80
147,2,2,4,76.75,71-80
147,4,0,1,67.0,61-70
147,5,1,1,85.0,81-90
147,8,1,1,77.0,71-80
147,14,1,1,83.0,81-90
147,17,1,2,78.0,71-80
147,18,0,1,76.0,71-80
147,19,1,1,80.0,81-90
148,2,3,4,81.25,81-90
148,3,1,1,79.0,71-80
148,5,1,1,91.0,91-100
148,7,0,2,73.5,71-80
148,8,0,1,72.0,71-80
148,9,1,1,85.0,81-90
148,10,0,1,75.0,71-80
148,12,1,1,90.0,91-100
148,17,1,1,85.0,81-90
148,20,1,1,86.0,81-90
149,2,2,4,77.25,71-80
149,4,1,1,80.0,81-90
149,11,2,3,78.67,71-80
149,17,0,2,75.0,71-80
150,2,3,4,83.75,81-90
150,6,0,1,64.0,61-70
150,8,1,2,80.0,81-90
150,17,1,1,78.0,71-80
150,18,1,2,76.5,71-80
151,2,2,4,78.0,71-80
151,7,2,2,82.5,81-90
151,8,1,1,83.0,81-90
151,9,0,1,69.0,61-70
151,10,0,1,74.0,71-80
151,12,1,1,79.0,71-80
151,14,2,2,79.5,71-80
151,17,1,2,79.5,71-80
152,1,1,2,73.5,71-80
152,2,2,4,75.0,71-80
152,8,1,1,82.0,81-90
152,9,2,3,81.33,81-90
152,11,1,1,79.0,71-80
152,17,1,1,91.0,91-100
152,20,2,2,79.0,71-80
153,2,4,4,84.0,81-90
153,4,1,1,89.0,81-90
153,6,1,1,80.0,81-90
153,7,1,1,82.0,81-90
153,10,0,1,73.0,71-80
153,17,2,3,80.67,81-90
153,18,0,1,70.0,71-80
153,19,0,1,64.0,61-70
154,1,0,1,73.0,71-80
154,2,3,4,81.5,81-90
154,3,0,1,71.0,71-80
154,15,1,1,93.0,91-100
154,17,1,1,84.0,81-90
154,18,1,1,87.0,81-90
154,19,0,1,76.0,71-80
155,2,4,4,87.5,81-90
155,3,1,1,92.0,91-100
155,11,1,1,79.0,71-80
155,13,1,1,82.0,81-90
155,14,2,2,91.5,91-100
155,17,0,1,70.0,71-80
155,18,2,2,85.0,81-90
155,20,1,1,86.0,81-90
156,2,4,5,83.8,81-90
156,5,1,2,81.0,81-90
156,6,1,1,78.0,71-80
156,7,1,1,96.0,91-100
156,8,0,1,69.0,61-70
156,12,0,1,71.0,71-80
156,17,0,1,71.0,71-80
156,20,2,2,80.5,81-90
157,1,1,1,78.0,71-80
157,2,4,4,80.5,81-90
157,3,1,1,87.0,81-90
157,6,1,1,92.0,91-100
157,7,1,2,76.5,71-80
157,9,0,1,77.0,71-80
157,16,1,1,80.0,81-90
157,17,2,2,83.5,81-90
157,18,1,2,84.0,81-90
158,1,0,1,67.0,61-70
158,2,5,5,82.2,81-90
158,3,1,1,79.0,71-80
158,5,1,1,83.0,81-90
158,14,1,1,93.0,91-100
158,16,1,2,78.5,71-80
158,17,0,2,73.5,71-80
159,1,1,1,92.0,91-100
159,2,3,5,80.6,81-90
159,7,1,1,83.0,81-90
159,12,1,1,77.0,71-80
159,14,0,1,76.0,71-80
159,17,1,1,86.0,81-90
159,19,0,1,71.0,71-80
160,1,1,1,90.0,91-100
160,2,5,5,84.4,81-90
160,6,2,3,78.0,71-80
160,7,1,1,88.0,81-90
160,16,1,1,77.0,71-80
160,17,1,1,87.0,81-90
160,20,1,1,91.0,91-100
161,1,1,1,80.0,81-90
161,2,1,3,74.67,71-80
161,4,1,1,95.0,91-100
161,5,1,1,78.0,71-80
161,9,1,1,87.0,81-90
161,16,1,1,93.0,91-100
161,17,2,2,88.0,81-90
161,18,1,1,80.0,81-90
161,19,1,1,90.0,91-100
162,2,4,4,82.0,81-90
162,6,1,1,87.0,81-90
162,7,1,1,87.0,81-90
162,11,2,2,85.5,81-90
162,13,1,1,81.0,81-90
162,14,1,1,88.0,81-90
162,15,0,1,74.0,71-80
162,17,1,1,78.0,71-80
163,2,4,5,80.8,81-90
163,4,0,1,71.0,71-80
163,6,1,1,81.0,81-90
163,7,0,1,67.0,61-70
163,9,1,1,82.0,81-90
163,12,0,1,75.0,71-80
163,17,1,1,79.0,71-80
164,1,1,1,82.0,81-90
164,2,2,4,79.0,71-80
164,3,1,1,89.0,81-90
164,4,1,1,77.0,71-80
164,9,2,2,82.0,81-90
164,10,2,2,90.5,91-100
164,13,1,1,84.0,81-90
164,15,0,1,72.0,71-80
164,16,1,1,83.0,81-90
164,17,0,1,75.0,71-80
165,2,3,4,81.25,81-90
165,3,1,1,85.0,81-90
165,10,0,1,72.0,71-80
165,15,1,1,84.0,81-90
165,16,1,1,87.0,81-90
165,17,1,1,79.0,71-80
165,18,1,1,82.0,81-90
166,2,4,4,81.75,81-90
166,8,0,1,76.0,71-80
166,9,0,1,75.0,71-80
166,11,0,1,74.0,71-80
166,13,1,1,86.0,81-90
166,14,1,1,76.0,71-80
166,17,1,2,79.0,71-80
166,19,0,1,69.0,61-70
166,20,0,1,66.0,61-70
167,2,3,4,80.5,81-90
167,6,0,1,72.0,71-80
167,8,1,1,84.0,81-90
167,11,0,1,75.0,71-80
167,12,1,1,82.0,81-90
167,17,1,2,83.0,81-90
167,18,0,1,74.0,71-80
167,19,1,1,81.0,81-90
168,2,3,5,76.8,71-80
168,4,1,1,82.0,81-90
168,5,1,1,89.0,81-90
168,8,1,1,86.0,81-90
168,9,0,1,73.0,71-80
168,14,1,1,80.0,81-90
168,17,1,2,78.5,71-80
168,18,1,1,93.0,91-100
168,19,1,1,84.0,81-90
169,1,1,1,82.0,81-90
169,2,4,4,84.0,81-90
169,4,1,2,79.5,71-80
169,7,0,1,71.0,71-80
169,9,1,1,82.0,81-90
169,10,1,1,81.0,81-90
169,14,0,1,69.0,61-70
169,17,1,1,81.0,81-90
169,19,1,1,80.0,81-90
170,2,1,3,77.33,71-80
170,6,0,1,72.0,71-80
170,11,1,1,80.0,81-90
170,13,0,2,72.5,71-80
170,16,1,1,88.0,81-90
170,17,1,1,94.0,91-100
170,19,1,1,77.0,71-80
170,20,0,1,73.0,71-80
171,1,1,2,77.5,71-80
171,2,4,4,81.75,81-90
171,3,0,1,72.0,71-80
171,4,1,1,78.0,71-80
171,6,0,1,64.0,61-70
171,7,1,1,90.0,91-100
171,9,1,1,85.0,81-90
171,11,1,1,80.0,81-90
171,16,0,1,75.0,71-80
171,17,1,2,77.0,71-80
172,2,2,5,77.0,71-80
172,5,0,1,71.0,71-80
172,8,1,1,94.0,91-100
172,9,1,1,82.0,81-90
172,12,1,1,81.0,81-90
172,13,1,2,80.0,81-90
172,17,1,1,86.0,81-90
172,20,1,1,81.0,81-90
173,2,1,4,75.5,71-80
173,5,2,2,86.0,81-90
173,7,1,2,75.0,71-80
173,8,1,1,82.0,81-90
173,10,1,1,78.0,71-80
173,12,1,1,79.0,71-80
173,15,0,1,76.0,71-80
173,16,1,1,86.0,81-90
173,17,2,2,79.0,71-80
174,2,3,4,81.25,81-90
174,4,2,2,82.0,81-90
174,7,1,1,76.0,71-80
174,15,0,1,74.0,71-80
174,16,1,1,77.0,71-80
174,17,1,1,81.0,81-90
175,2,3,4,85.0,81-90
175,3,1,1,91.0,91-100
175,8,0,1,70.0,71-80
175,10,1,1,79.0,71-80
175,14,1,1,88.0,81-90
175,17,1,1,84.0,81-90
175,18,1,1,80.0,81-90
175,20,0,1,70.0,71-80
176,2,4,4,83.0,81-90
176,3,1,1,85.0,81-90
176,7,1,1,91.0,91-100
176,8,1,1,78.0,71-80
176,10,1,1,79.0,71-80
176,13,1,1,90.0,91-100
176,17,1,1,81.0,81-90
176,18,1,1,82.0,81-90
176,19,0,1,68.0,61-70
177,2,2,6,77.5,71-80
177,4,1,1,89.0,81-90
177,13,1,1,87.0,81-90
177,16,0,1,75.0,71-80
177,17,2,2,89.0,81-90
177,18,1,1,77.0,71-80
177,19,1,1,78.0,71-80
177,20,1,1,85.0,81-90
178,2,4,4,87.5,81-90
178,4,2,2,82.0,81-90
178,6,1,1,83.0,81-90
178,9,0,1,74.0,71-80
178,10,2,2,80.0,81-90
178,12,0,2,70.5,71-80
178,15,0,1,73.0,71-80
178,17,1,1,76.0,71-80
179,1,1,2,79.0,71-80
179,2,2,4,75.75,71-80
179,5,0,1,73.0,71-80
179,6,1,1,82.0,81-90
179,17,1,1,89.0,81-90
179,18,1,1,78.0,71-80
179,20,1,1,75.0,71-80
180,2,4,4,81.5,81-90
180,8,0,1,66.0,61-70
180,9,1,2,75.5,71-80
180,11,1,1,87.0,81-90
180,12,2,2,93.0,91-100
180,16,1,1,94.0,91-100
180,17,1,1,82.0,81-90
180,18,0,1,72.0,71-80
180,19,1,1,80.0,81-90
180,20,1,1,78.0,71-80
181,1,1,1,78.0,71-80
181,2,4,4,85.5,81-90
181,3,1,1,76.0,71-80
181,5,0,1,72.0,71-80
181,7,1,1,79.0,71-80
181,9,1,1,79.0,71-80
181,12,1,1,81.0,81-90
181,13,1,1,93.0,91-100
181,14,1,1,86.0,81-90
181,17,1,1,82.0,81-90
181,19,1,1,86.0,81-90
181,20,1,1,98.0,91-100
182,1,1,1,80.0,81-90
182,2,1,4,73.0,71-80
182,3,1,2,76.0,71-80
182,15,1,1,78.0,71-80
182,17,1,1,85.0,81-90
182,20,1,1,78.0,71-80
183,2,3,4,77.0,71-80
183,3,0,1,71.0,71-80
183,4,0,1,66.0,61-70
183,5,1,2,78.0,71-80
183,10,1,1,77.0,71-80
183,12,0,1,72.0,71-80
183,17,1,1,87.0,81-90
183,19,1,1,77.0,71-80
184,1,2,2,85.5,81-90
184,2,2,4,75.75,71-80
184,4,0,1,74.0,71-80
184,10,1,1,80.0,81-90
184,14,1,1,89.0,81-90
184,15,1,1,87.0,81-90
184,17,1,1,81.0,81-90
185,2,2,4,76.25,71-80
185,6,1,1,79.0,71-80
185,7,1,2,78.5,71-80
185,8,1,2,81.5,81-90
185,17,1,1,81.0,81-90
185,18,1,1,88.0,81-90
185,19,1,1,81.0,81-90
185,20,1,1,82.0,81-90
186,2,5,5,83.8,81-90
186,4,0,1,68.0,61-70
186,9,1,1,89.0,81-90
186,10,1,1,88.0,81-90
186,14,1,2,79.0,71-80
186,17,0,1,73.0,71-80
187,1,1,1,89.0,81-90
187,2,2,4,72.0,71-80
187,4,0,1,75.0,71-80
187,9,1,1,89.0,81-90
187,10,0,1,71.0,71-80
187,12,0,2,70.5,71-80
187,15,1,1,78.0,71-80
187,17,0,1,68.0,61-70
188,2,3,4,80.75,81-90
188,3,1,1,84.0,81-90
188,6,0,1,69.0,61-70
188,7,1,1,79.0,71-80
188,8,1,1,79.0,71-80
188,12,2,2,84.5,81-90
188,17,1,2,79.5,71-80
189,2,2,4,77.75,71-80
189,5,0,1,74.0,71-80
189,8,0,1,68.0,61-70
189,9,1,1,84.0,81-90
189,16,0,1,64.0,61-70
189,17,1,2,75.0,71-80
189,19,1,1,77.0,71-80
190,1,1,1,79.0,71-80
190,2,2,4,74.75,71-80
190,5,1,1,95.0,91-100
190,16,1,1,87.0,81-90
190,17,0,1,68.0,61-70
190,19,1,2,72.0,71-80
191,2,4,4,83.0,81-90
191,8,1,1,80.0,81-90
191,14,1,2,76.5,71-80
191,17,2,2,79.0,71-80
191,19,1,1,79.0,71-80
192,1,1,1,96.0,91-100
192,2,2,3,85.0,81-90
192,5,1,1,84.0,81-90
192,9,1,1,78.0,71-80
192,13,1,1,82.0,81-90
192,14,1,1,89.0,81-90
192,17,1,1,82.0,81-90
192,18,2,2,82.5,81-90
192,19,1,1,81.0,81-90
192,20,1,1,78.0,71-80
193,2,3,4,83.5,81-90
193,3,0,1,73.0,71-80
193,4,0,1,66.0,61-70
193,5,1,1,80.0,81-90
193,6,1,1,83.0,81-90
193,7,1,1,78.0,71-80
193,9,1,1,82.0,81-90
193,16,1,2,74.0,71-80
193,17,1,1,95.0,91-100
193,20,0,1,75.0,71-80
194,2,4,4,81.5,81-90
194,3,2,2,86.5,81-90
194,7,1,1,84.0,81-90
194,8,0,1,64.0,61-70
194,11,2,3,83.33,81-90
194,15,1,1,80.0,81-90
194,17,1,1,81.0,81-90
194,19,1,1,91.0,91-100
195,2,2,5,75.8,71-80
195,8,1,1,86.0,81-90
195,10,0,1,70.0,71-80
195,15,0,1,73.0,71-80
195,16,1,1,87.0,81-90
195,17,0,1,77.0,71-80
195,19,1,1,75.0,71-80
196,2,3,4,81.0,81-90
196,3,2,2,83.0,81-90
196,4,1,1,84.0,81-90
196,6,1,1,91.0,91-100
196,7,0,1,74.0,71-80
196,9,1,1,88.0,81-90
196,11,1,1,84.0,81-90
196,14,1,1,76.0,71-80
196,16,1,2,72.5,71-80
196,17,1,1,79.0,71-80
197,1,2,2,87.5,81-90
197,2,2,4,79.75,71-80
197,3,1,1,84.0,81-90
197,7,2,2,85.5,81-90
197,8,1,1,76.0,71-80
197,11,0,1,69.0,61-70
197,16,1,1,82.0,81-90
197,17,0,1,73.0,71-80
197,18,1,1,89.0,81-90
197,19,1,1,84.0,81-90
198,2,3,4,83.5,81-90
198,4,1,1,80.0,81-90
198,5,1,1,79.0,71-80
198,13,1,1,83.0,81-90
198,17,1,2,78.0,71-80
198,20,0,1,72.0,71-80
199,2,5,5,82.0,81-90
199,3,1,1,86.0,81-90
199,5,1,2,81.5,81-90
199,6,1,1,84.0,81-90
199,7,1,1,87.0,81-90
199,17,1,1,78.0,71-80
199,18,1,1,90.0,91-100
199,19,1,1,76.0,71-80
200,2,1,4,72.0,71-80
200,9,1,1,87.0,81-90
200,10,1,1,88.0,81-90
200,12,1,1,90.0,91-100
200,13,0,1,63.0,61-70
200,16,1,1,80.0,81-90
200,17,1,3,73.33,71-80
200,18,1,1,79.0,71-80
200,19,0,1,70.0,71-80
201,2,3,4,80.5,81-90
201,10,1,1,86.0,81-90
201,12,1,1,88.0,81-90
201,13,1,1,78.0,71-80
201,15,1,2,78.0,71-80
201,16,3,3,80.0,81-90
201,17,2,2,83.5,81-90
201,18,1,1,82.0,81-90
202,1,2,2,84.5,81-90
202,2,2,4,75.25,71-80
202,5,0,1,70.0,71-80
202,8,1,1,87.0,81-90
202,13,2,2,85.5,81-90
202,16,0,1,68.0,61-70
202,17,1,1,97.0,91-100
202,18,1,1,90.0,91-100
202,19,0,1,74.0,71-80
203,2,3,4,81.5,81-90
203,11,1,1,80.0,81-90
203,14,1,1,77.0,71-80
203,15,1,1,78.0,71-80
203,17,1,1,88.0,81-90
203,19,2,2,86.0,81-90
204,1,1,1,82.0,81-90
204,2,1,3,79.33,71-80
204,4,1,1,97.0,91-100
204,5,1,1,86.0,81-90
204,6,1,1,86.0,81-90
204,7,1,1,83.0,81-90
204,9,1,1,79.0,71-80
204,14,1,1,85.0,81-90
204,17,0,1,69.0,61-70
204,18,0,1,74.0,71-80
204,19,1,1,76.0,71-80
204,20,1,1,82.0,81-90
205,1,1,1,82.0,81-90
205,2,2,4,74.0,71-80
205,5,1,1,79.0,71-80
205,10,1,1,79.0,71-80
205,11,2,3,75.0,71-80
205,13,1,1,91.0,91-100
205,15,1,1,83.0,81-90
205,16,1,1,89.0,81-90
205,17,1,1,84.0,81-90
206,2,2,4,78.75,71-80
206,4,0,1,72.0,71-80
206,5,1,1,83.0,81-90
206,6,1,1,84.0,81-90
206,7,1,2,82.0,81-90
206,16,1,1,80.0,81-90
206,17,1,1,86.0,81-90
206,18,2,2,84.5,81-90
206,19,1,1,88.0,81-90
207,2,5,5,85.0,81-90
207,5,1,1,79.0,71-80
207,9,0,1,64.0,61-70
207,10,1,1,79.0,71-80
207,14,2,2,87.5,81-90
207,15,1,1,96.0,91-100
207,17,1,1,94.0,91-100
208,2,3,5,84.6,81-90
208,4,1,1,90.0,91-100
208,5,0,1,71.0,71-80
208,6,1,1,78.0,71-80
208,8,1,1,76.0,71-80
208,15,1,2,71.0,71-80
208,17,2,2,83.0,81-90
208,19,1,1,76.0,71-80
208,20,1,1,79.0,71-80
209,2,3,4,82.0,81-90
209,3,1,1,84.0,81-90
209,4,1,1,79.0,71-80
209,8,1,1,76.0,71-80
209,11,1,1,83.0,81-90
209,17,1,1,86.0,81-90
209,18,0,1,74.0,71-80
210,1,1,1,94.0,91-100
210,2,3,5,79.8,71-80
210,7,1,1,80.0,81-90
210,8,2,2,85.5,81-90
210,9,1,1,94.0,91-100
210,12,0,1,76.0,71-80
210,14,1,1,92.0,91-100
210,17,1,1,98.0,91-100
210,18,2,2,92.0,91-100
211,2,1,3,78.67,71-80
211,3,1,1,86.0,81-90
211,6,0,1,76.0,71-80
211,8,0,1,71.0,71-80
211,9,0,1,74.0,71-80
211,13,1,1,88.0,81-90
211,16,1,1,84.0,81-90
211,17,2,2,81.0,81-90
211,20,1,1,80.0,81-90
212,2,3,3,86.0,81-90
212,5,1,2,78.5,71-80
212,8,2,2,82.0,81-90
212,17,0,1,75.0,71-80
212,20,1,2,85.0,81-90
213,2,3,4,81.5,81-90
213,6,1,1,81.0,81-90
213,8,1,2,74.5,71-80
213,15,0,1,66.0,61-70
213,17,2,2,88.0,81-90
214,2,2,3,81.0,81-90
214,3,1,1,81.0,81-90
214,6,0,1,71.0,71-80
214,7,1,1,85.0,81-90
214,10,1,1,86.0,81-90
214,11,1,1,82.0,81-90
214,12,1,1,91.0,91-100
214,15,1,1,81.0,81-90
214,17,1,1,76.0,71-80
214,18,1,1,76.0,71-80
214,20,1,1,79.0,71-80
215,2,3,4,76.0,71-80
215,8,1,1,91.0,91-100
215,9,1,1,83.0,81-90
215,17,4,4,83.0,81-90
216,2,4,5,76.8,71-80
216,7,0,1,69.0,61-70
216,9,2,2,80.5,81-90
216,12,2,2,81.0,81-90
216,13,1,1,84.0,81-90
216,17,1,1,80.0,81-90
216,20,2,2,83.5,81-90
217,2,4,5,81.4,81-90
217,10,1,1,90.0,91-100
217,13,0,1,70.0,71-80
217,15,1,1,87.0,81-90
217,17,1,1,92.0,91-100
217,18,1,1,80.0,81-90
218,2,2,4,76.75,71-80
218,8,1,2,71.5,71-80
218,10,1,1,84.0,81-90
218,11,1,1,77.0,71-80
218,15,1,1,79.0,71-80
218,17,1,2,74.5,71-80
219,2,2,4,77.0,71-80
219,3,0,1,75.0,71-80
219,4,1,1,82.0,81-90
219,5,1,1,80.0,81-90
219,8,0,1,73.0,71-80
219,12,1,1,80.0,81-90
219,16,1,1,86.0,81-90
219,17,2,2,89.0,81-90
219,20,1,1,84.0,81-90
220,2,4,5,80.0,81-90
220,8,2,2,80.5,81-90
220,14,0,1,70.0,71-80
220,17,1,1,86.0,81-90
220,18,1,1,82.0,81-90
220,19,1,2,77.5,71-80
220,20,0,1,74.0,71-80
221,1,1,1,85.0,81-90
221,2,2,4,76.0,71-80
221,6,0,1,74.0,71-80
221,7,1,1,87.0,81-90
221,8,1,1,86.0,81-90
221,9,2,3,80.67,81-90
221,11,0,1,76.0,71-80
221,14,1,1,96.0,91-100
221,17,1,1,88.0,81-90
221,19,1,1,80.0,81-90
222,2,3,3,83.33,81-90
222,5,1,1,81.0,81-90
222,6,2,2,81.0,81-90
222,7,1,1,83.0,81-90
222,8,1,1,80.0,81-90
