user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating
148,17,1,1,85.0
148,20,1,1,86.0
149,2,2,4,77.25
149,4,1,1,80.0
149,11,2,3,78.67
149,17,0,2,75.0
150,2,3,4,83.75
150,6,0,1,64.0
150,8,1,2,80.0
150,17,1,1,78.0
150,18,1,2,76.5
151,2,2,4,78.0
151,7,2,2,82.5
151,8,1,1,83.0
151,9,0,1,69.0
151,10,0,1,74.0
151,12,1,1,79.0
151,14,2,2,79.5
151,17,1,2,79.5
152,1,1,2,73.5
152,2,2,4,75.0
152,8,1,1,82.0
152,9,2,3,81.33
152,11,1,1,79.0
152,17,1,1,91.0
152,20,2,2,79.0
153,2,4,4,84.0
153,4,1,1,89.0
153,6,1,1,80.0
153,7,1,1,82.0
153,10,0,1,73.0
153,17,2,3,80.67
153,18,0,1,70.0
153,19,0,1,64.0
154,1,0,1,73.0
154,2,3,4,81.5
154,3,0,1,71.0
154,15,1,1,93.0
154,17,1,1,84.0
154,18,1,1,87.0
154,19,0,1,76.0
155,2,4,4,87.5
155,3,1,1,92.0
155,11,1,1,79.0
155,13,1,1,82.0
155,14,2,2,91.5
155,17,0,1,70.0
155,18,2,2,85.0
155,20,1,1,86.0
156,2,4,5,83.8
156,5,1,2,81.0
156,6,1,1,78.0
156,7,1,1,96.0
156,8,0,1,69.0
156,12,0,1,71.0
156,17,0,1,71.0
156,20,2,2,80.5
157,1,1,1,78.0
157,2,4,4,80.5
157,3,1,1,87.0
157,6,1,1,92.0
157,7,1,2,76.5
157,9,0,1,77.0
157,16,1,1,80.0
157,17,2,2,83.5
157,18,1,2,84.0
158,1,0,1,67.0
158,2,5,5,82.2
158,3,1,1,79.0
158,5,1,1,83.0
158,14,1,1,93.0
158,16,1,2,78.5
158,17,0,2,73.5
159,1,1,1,92.0
159,2,3,5,80.6
159,7,1,1,83.0
159,12,1,1,77.0
159,14,0,1,76.0
159,17,1,1,86.0
159,19,0,1,71.0
160,1,1,1,90.0
160,2,5,5,84.4
160,6,2,3,78.0
160,7,1,1,88.0
160,16,1,1,77.0
160,17,1,1,87.0
160,20,1,1,91.0
161,1,1,1,80.0
161,2,1,3,74.67
161,4,1,1,95.0
161,5,1,1,78.0
161,9,1,1,87.0
161,16,1,1,93.0
161,17,2,2,88.0
161,18,1,1,80.0
161,19,1,1,90.0
162,2,4,4,82.0
162,6,1,1,87.0
162,7,1,1,87.0
162,11,2,2,85.5
162,13,1,1,81.0
162,14,1,1,88.0
162,15,0,1,74.0
162,17,1,1,78.0
163,2,4,5,80.8
163,4,0,1,71.0
163,6,1,1,81.0
163,7,0,1,67.0
163,9,1,1,82.0
163,12,0,1,75.0
163,17,1,1,79.0
164,1,1,1,82.0
164,2,2,4,79.0
164,3,1,1,89.0
164,4,1,1,77.0
164,9,2,2,82.0
164,10,2,2,90.5
164,13,1,1,84.0
164,15,0,1,72.0
164,16,1,1,83.0
164,17,0,1,75.0
165,2,3,4,81.25
165,3,1,1,85.0
165,10,0,1,72.0
165,15,1,1,84.0
165,16,1,1,87.0
165,17,1,1,79.0
165,18,1,1,82.0
166,2,4,4,81.75
166,8,0,1,76.0
166,9,0,1,75.0
166,11,0,1,74.0
166,13,1,1,86.0
166,14,1,1,76.0
166,17,1,2,79.0
166,19,0,1,69.0
166,20,0,1,66.0
167,2,3,4,80.5
167,6,0,1,72.0
167,8,1,1,84.0
167,11,0,1,75.0
167,12,1,1,82.0
167,17,1,2,83.0
167,18,0,1,74.0
167,19,1,1,81.0
168,2,3,5,76.8
168,4,1,1,82.0
168,5,1,1,89.0
168,8,1,1,86.0
168,9,0,1,73.0
168,14,1,1,80.0
168,17,1,2,78.5
168,18,1,1,93.0
168,19,1,1,84.0
169,1,1,1,82.0
169,2,4,4,84.0
169,4,1,2,79.5
169,7,0,1,71.0
169,9,1,1,82.0
169,10,1,1,81.0
169,14,0,1,69.0
169,17,1,1,81.0
169,19,1,1,80.0
170,2,1,3,77.33
170,6,0,1,72.0
170,11,1,1,80.0
170,13,0,2,72.5
170,16,1,1,88.0
170,17,1,1,94.0
170,19,1,1,77.0
170,20,0,1,73.0
171,1,1,2,77.5
171,2,4,4,81.75
171,3,0,1,72.0
171,4,1,1,78.0
171,6,0,1,64.0
171,7,1,1,90.0
171,9,1,1,85.0
171,11,1,1,80.0
171,16,0,1,75.0
171,17,1,2,77.0
172,2,2,5,77.0
172,5,0,1,71.0
172,8,1,1,94.0
172,9,1,1,82.0
172,12,1,1,81.0
172,13,1,2,80.0
172,17,1,1,86.0
172,20,1,1,81.0
173,2,1,4,75.5
173,5,2,2,86.0
173,7,1,2,75.0
173,8,1,1,82.0
173,10,1,1,78.0
173,12,1,1,79.0
173,15,0,1,76.0
173,16,1,1,86.0
173,17,2,2,79.0
174,2,3,4,81.25
174,4,2,2,82.0
174,7,1,1,76.0
174,15,0,1,74.0
174,16,1,1,77.0
174,17,1,1,81.0
175,2,3,4,85.0
175,3,1,1,91.0
175,8,0,1,70.0
175,10,1,1,79.0
175,14,1,1,88.0
175,17,1,1,84.0
175,18,1,1,80.0
175,20,0,1,70.0
176,2,4,4,83.0
176,3,1,1,85.0
176,7,1,1,91.0
176,8,1,1,78.0
176,10,1,1,79.0
176,13,1,1,90.0
176,17,1,1,81.0
176,18,1,1,82.0
176,19,0,1,68.0
177,2,2,6,77.5
177,4,1,1,89.0
177,13,1,1,87.0
177,16,0,1,75.0
177,17,2,2,89.0
177,18,1,1,77.0
177,19,1,1,78.0
177,20,1,1,85.0
178,2,4,4,87.5
178,4,2,2,82.0
178,6,1,1,83.0
178,9,0,1,74.0
178,10,2,2,80.0
178,12,0,2,70.5
178,15,0,1,73.0
178,17,1,1,76.0
179,1,1,2,79.0
179,2,2,4,75.75
179,5,0,1,73.0
179,6,1,1,82.0
179,17,1,1,89.0
179,18,1,1,78.0
179,20,1,1,75.0
180,2,4,4,81.5
180,8,0,1,66.0
180,9,1,2,75.5
180,11,1,1,87.0
180,12,2,2,93.0
180,16,1,1,94.0
180,17,1,1,82.0
180,18,0,1,72.0
180,19,1,1,80.0
180,20,1,1,78.0
181,1,1,1,78.0
181,2,4,4,85.5
181,3,1,1,76.0
181,5,0,1,72.0
181,7,1,1,79.0
181,9,1,1,79.0
181,12,1,1,81.0
181,13,1,1,93.0
181,14,1,1,86.0
181,17,1,1,82.0
181,19,1,1,86.0
181,20,1,1,98.0
182,1,1,1,80.0
182,2,1,4,73.0
182,3,1,2,76.0
182,15,1,1,78.0
182,17,1,1,85.0
182,20,1,1,78.0
183,2,3,4,77.0
183,3,0,1,71.0
183,4,0,1,66.0
183,5,1,2,78.0
183,10,1,1,77.0
183,12,0,1,72.0
183,17,1,1,87.0
183,19,1,1,77.0
184,1,2,2,85.5
184,2,2,4,75.75
184,4,0,1,74.0
184,10,1,1,80.0
184,14,1,1,89.0
184,15,1,1,87.0
184,17,1,1,81.0
185,2,2,4,76.25
185,6,1,1,79.0
185,7,1,2,78.5
185,8,1,2,81.5
185,17,1,1,81.0
185,18,1,1,88.0
185,19,1,1,81.0
185,20,1,1,82.0
186,2,5,5,83.8
186,4,0,1,68.0
186,9,1,1,89.0
186,10,1,1,88.0
186,14,1,2,79.0
186,17,0,1,73.0
187,1,1,1,89.0
187,2,2,4,72.0
187,4,0,1,75.0
187,9,1,1,89.0
187,10,0,1,71.0
187,12,0,2,70.5
187,15,1,1,78.0
187,17,0,1,68.0
188,2,3,4,80.75
188,3,1,1,84.0
188,6,0,1,69.0
188,7,1,1,79.0
188,8,1,1,79.0
188,12,2,2,84.5
188,17,1,2,79.5
189,2,2,4,77.75
189,5,0,1,74.0
189,8,0,1,68.0
189,9,1,1,84.0
189,16,0,1,64.0
189,17,1,2,75.0
189,19,1,1,77.0
190,1,1,1,79.0
190,2,2,4,74.75
190,5,1,1,95.0
190,16,1,1,87.0
190,17,0,1,68.0
190,19,1,2,72.0
191,2,4,4,83.0
191,8,1,1,80.0
191,14,1,2,76.5
191,17,2,2,79.0
191,19,1,1,79.0
192,1,1,1,96.0
192,2,2,3,85.0
192,5,1,1,84.0
192,9,1,1,78.0
192,13,1,1,82.0
192,14,1,1,89.0
192,17,1,1,82.0
192,18,2,2,82.5
192,19,1,1,81.0
192,20,1,1,78.0
193,2,3,4,83.5
193,3,0,1,73.0
193,4,0,1,66.0
193,5,1,1,80.0
193,6,1,1,83.0
193,7,1,1,78.0
193,9,1,1,82.0
193,16,1,2,74.0
193,17,1,1,95.0
193,20,0,1,75.0
194,2,4,4,81.5
194,3,2,2,86.5
194,7,1,1,84.0
194,8,0,1,64.0
194,11,2,3,83.33
194,15,1,1,80.0
194,17,1,1,81.0
194,19,1,1,91.0
195,2,2,5,75.8
195,8,1,1,86.0
195,10,0,1,70.0
195,15,0,1,73.0
195,16,1,1,87.0
195,17,0,1,77.0
195,19,1,1,75.0
196,2,3,4,81.0
196,3,2,2,83.0
196,4,1,1,84.0
196,6,1,1,91.0
196,7,0,1,74.0
196,9,1,1,88.0
196,11,1,1,84.0
196,14,1,1,76.0
196,16,1,2,72.5
196,17,1,1,79.0
197,1,2,2,87.5
197,2,2,4,79.75
197,3,1,1,84.0
197,7,2,2,85.5
197,8,1,1,76.0
197,11,0,1,69.0
197,16,1,1,82.0
197,17,0,1,73.0
197,18,1,1,89.0
197,19,1,1,84.0
198,2,3,4,83.5
198,4,1,1,80.0
198,5,1,1,79.0
198,13,1,1,83.0
198,17,1,2,78.0
198,20,0,1,72.0
199,2,5,5,82.0
199,3,1,1,86.0
199,5,1,2,81.5
199,6,1,1,84.0
199,7,1,1,87.0
199,17,1,1,78.0
199,18,1,1,90.0
199,19,1,1,76.0
200,2,1,4,72.0
200,9,1,1,87.0
200,10,1,1,88.0
200,12,1,1,90.0
200,13,0,1,63.0
200,16,1,1,80.0
200,17,1,3,73.33
200,18,1,1,79.0
200,19,0,1,70.0
201,2,3,4,80.5
201,10,1,1,86.0
201,12,1,1,88.0
201,13,1,1,78.0
201,15,1,2,78.0
201,16,3,3,80.0
201,17,2,2,83.5
201,18,1,1,82.0
202,1,2,2,84.5
202,2,2,4,75.25
202,5,0,1,70.0
202,8,1,1,87.0
202,13,2,2,85.5
202,16,0,1,68.0
202,17,1,1,97.0
202,18,1,1,90.0
202,19,0,1,74.0
203,2,3,4,81.5
203,11,1,1,80.0
203,14,1,1,77.0
203,15,1,1,78.0
203,17,1,1,88.0
203,19,2,2,86.0
204,1,1,1,82.0
204,2,1,3,79.33
204,4,1,1,97.0
204,5,1,1,86.0
204,6,1,1,86.0
204,7,1,1,83.0
204,9,1,1,79.0
204,14,1,1,85.0
204,17,0,1,69.0
204,18,0,1,74.0
204,19,1,1,76.0
204,20,1,1,82.0
205,1,1,1,82.0
205,2,2,4,74.0
205,5,1,1,79.0
205,10,1,1,79.0
205,11,2,3,75.0
205,13,1,1,91.0
205,15,1,1,83.0
205,16,1,1,89.0
205,17,1,1,84.0
206,2,2,4,78.75
206,4,0,1,72.0
206,5,1,1,83.0
206,6,1,1,84.0
206,7,1,2,82.0
206,16,1,1,80.0
206,17,1,1,86.0
206,18,2,2,84.5
206,19,1,1,88.0
207,2,5,5,85.0
207,5,1,1,79.0
207,9,0,1,64.0
207,10,1,1,79.0
207,14,2,2,87.5
207,15,1,1,96.0
207,17,1,1,94.0
208,2,3,5,84.6
208,4,1,1,90.0
208,5,0,1,71.0
208,6,1,1,78.0
208,8,1,1,76.0
208,15,1,2,71.0
208,17,2,2,83.0
208,19,1,1,76.0
208,20,1,1,79.0
209,2,3,4,82.0
209,3,1,1,84.0
209,4,1,1,79.0
209,8,1,1,76.0
209,11,1,1,83.0
209,17,1,1,86.0
209,18,0,1,74.0
210,1,1,1,94.0
210,2,3,5,79.8
210,7,1,1,80.0
210,8,2,2,85.5
210,9,1,1,94.0
210,12,0,1,76.0
210,14,1,1,92.0
210,17,1,1,98.0
210,18,2,2,92.0
211,2,1,3,78.67
211,3,1,1,86.0
211,6,0,1,76.0
211,8,0,1,71.0
211,9,0,1,74.0
211,13,1,1,88.0
211,16,1,1,84.0
211,17,2,2,81.0
211,20,1,1,80.0
212,2,3,3,86.0
212,5,1,2,78.5
212,8,2,2,82.0
212,17,0,1,75.0
212,20,1,2,85.0
213,2,3,4,81.5
213,6,1,1,81.0
213,8,1,2,74.5
213,15,0,1,66.0
213,17,2,2,88.0
214,2,2,3,81.0
214,3,1,1,81.0
214,6,0,1,71.0
214,7,1,1,85.0
214,10,1,1,86.0
214,11,1,1,82.0
214,12,1,1,91.0
214,15,1,1,81.0
214,17,1,1,76.0
214,18,1,1,76.0
214,20,1,1,79.0
215,2,3,4,76.0
215,8,1,1,91.0
215,9,1,1,83.0
215,17,4,4,83.0
216,2,4,5,76.8
216,7,0,1,69.0
216,9,2,2,80.5
216,12,2,2,81.0
216,13,1,1,84.0
216,17,1,1,80.0
216,20,2,2,83.5
217,2,4,5,81.4
217,10,1,1,90.0
217,13,0,1,70.0
217,15,1,1,87.0
217,17,1,1,92.0
217,18,1,1,80.0
218,2,2,4,76.75
218,8,1,2,71.5
218,10,1,1,84.0
218,11,1,1,77.0
218,15,1,1,79.0
218,17,1,2,74.5
219,2,2,4,77.0
219,3,0,1,75.0
219,4,1,1,82.0
219,5,1,1,80.0
219,8,0,1,73.0
219,12,1,1,80.0
219,16,1,1,86.0
219,17,2,2,89.0
219,20,1,1,84.0
220,2,4,5,80.0
220,8,2,2,80.5
220,14,0,1,70.0
220,17,1,1,86.0
220,18,1,1,82.0
220,19,1,2,77.5
220,20,0,1,74.0
221,1,1,1,85.0
221,2,2,4,76.0
221,6,0,1,74.0
221,7,1,1,87.0
221,8,1,1,86.0
221,9,2,3,80.67
221,11,0,1,76.0
221,14,1,1,96.0
221,17,1,1,88.0
221,19,1,1,80.0
222,2,3,3,83.33
222,5,1,1,81.0
222,6,2,2,81.0
222,7,1,1,83.0
222,8,1,1,80.0
222,11,1,1,84.0
222,13,1,2,75.5
222,15,2,2,87.0
222,16,1,1,85.0
222,17,1,1,95.0
223,2,2,4,79.25
223,6,2,2,80.0
223,7,0,1,72.0
223,8,1,1,78.0
223,11,0,1,64.0
223,13,1,2,78.5
223,16,2,2,79.5
223,17,0,1,71.0
223,19,1,1,84.0
224,2,3,4,79.0
224,7,1,1,79.0
224,12,2,2,83.5
224,17,1,1,83.0
224,18,1,1,82.0
224,20,1,1,85.0
225,2,3,4,80.0
225,5,0,1,77.0
225,6,1,1,90.0
225,8,1,1,91.0
225,11,1,2,75.0
225,12,0,1,71.0
225,15,0,1,71.0
225,17,1,2,76.5
225,18,1,1,77.0
226,1,1,2,80.0
226,2,4,4,84.25
226,5,1,1,78.0
226,6,1,1,85.0
226,9,1,1,78.0
226,10,0,1,74.0
226,17,1,2,81.5
227,2,3,4,77.0
227,3,1,1,87.0
227,5,0,1,70.0
227,8,1,1,81.0
227,10,1,1,89.0
227,17,0,1,68.0
227,18,0,1,69.0
228,2,4,5,78.8
228,3,1,1,87.0
228,5,1,1,79.0
228,7,1,1,85.0
228,8,1,1,77.0
228,9,0,1,73.0
228,11,1,1,81.0
228,14,1,1,77.0
228,17,2,2,80.5
228,19,1,1,89.0
229,2,2,5,78.8
229,5,1,2,75.0
229,7,1,1,84.0
229,9,0,2,72.0
229,11,1,1,80.0
229,12,1,2,75.0
229,17,1,1,89.0
229,19,0,1,68.0
230,1,1,2,81.5
230,2,4,4,86.75
230,3,0,1,71.0
230,7,0,1,76.0
230,8,0,1,74.0
230,9,1,1,84.0
230,13,1,1,82.0
230,14,1,1,87.0
230,15,1,1,80.0
230,17,0,1,71.0
230,20,1,1,84.0
231,2,4,4,85.75
231,4,0,1,76.0
231,6,1,1,84.0
231,7,1,1,85.0
231,13,1,1,84.0
231,16,1,1,84.0
231,17,1,1,78.0
231,18,1,1,91.0
231,19,1,1,88.0
231,20,1,1,94.0
232,1,0,1,73.0
232,2,2,4,76.25
232,4,1,1,87.0
232,5,1,1,82.0
232,7,0,1,76.0
232,8,0,1,74.0
232,11,1,1,82.0
232,14,1,1,79.0
232,15,1,1,92.0
232,17,1,1,82.0
232,18,0,1,69.0
233,1,0,1,71.0
233,2,4,5,84.0
233,4,0,1,67.0
233,9,2,2,78.5
233,11,0,1,72.0
233,13,1,1,83.0
233,17,1,1,87.0
233,18,0,1,72.0
233,20,1,1,87.0
234,2,2,4,79.5
234,9,1,1,80.0
234,14,1,1,91.0
234,15,1,1,81.0
234,17,2,2,79.5
234,19,1,1,76.0
235,2,3,5,81.6
235,3,0,1,77.0
235,8,1,1,89.0
235,10,1,1,78.0
235,11,2,2,89.5
235,15,0,1,69.0
235,17,1,1,87.0
235,18,1,1,80.0
235,19,1,1,93.0
236,1,1,2,80.0
236,2,3,3,87.0
236,9,0,1,71.0
236,12,0,1,67.0
236,14,0,1,70.0
236,15,1,1,82.0
236,17,1,1,84.0
237,1,1,1,78.0
237,2,3,4,81.0
237,8,1,1,83.0
237,11,1,2,82.5
237,13,0,1,73.0
237,14,1,2,80.0
237,15,1,1,87.0
237,17,1,1,80.0
237,20,1,1,87.0
238,1,1,1,78.0
238,2,0,3,72.0
238,3,0,1,74.0
238,4,1,1,84.0
238,12,0,2,73.0
238,13,1,1,86.0
238,15,2,2,85.5
238,17,1,1,77.0
239,1,1,1,81.0
239,2,6,7,78.86
239,4,1,1,83.0
239,6,0,1,66.0
239,15,1,1,94.0
239,16,1,1,88.0
239,17,0,1,75.0
239,20,0,1,66.0
240,2,5,5,83.2
240,6,1,2,76.0
240,8,1,1,82.0
240,11,1,1,79.0
240,12,1,1,78.0
240,13,2,2,89.5
240,14,1,1,84.0
240,17,1,1,82.0
241,1,1,1,76.0
241,2,3,4,83.25
241,3,1,1,96.0
241,5,1,2,71.5
241,12,1,1,87.0
241,14,1,1,87.0
241,15,1,2,74.5
241,16,1,1,96.0
241,17,1,1,93.0
242,2,3,4,80.5
242,3,1,1,81.0
242,5,1,1,81.0
242,7,1,1,79.0
242,8,1,1,84.0
242,9,0,1,72.0
242,10,0,1,77.0
242,15,1,1,81.0
242,17,0,1,73.0
242,20,1,1,77.0
243,1,0,1,70.0
243,2,3,5,79.0
243,5,1,1,78.0
243,9,1,1,78.0
243,10,1,1,80.0
243,15,1,1,78.0
243,17,1,1,79.0
243,20,1,1,96.0
244,2,5,5,81.8
244,9,1,1,76.0
244,10,1,1,82.0
244,12,1,1,78.0
244,14,1,1,80.0
244,16,1,1,92.0
244,17,2,2,82.5
244,18,1,1,77.0
245,2,1,4,76.5
245,5,1,1,86.0
245,6,1,1,81.0
245,8,1,1,80.0
245,13,0,1,65.0
245,14,1,1,89.0
245,15,0,1,68.0
245,17,0,1,64.0
246,2,4,4,82.25
246,4,1,1,90.0
246,6,2,2,79.5
246,8,0,1,70.0
246,11,1,1,85.0
246,16,1,1,87.0
246,17,1,1,92.0
247,2,2,4,80.0
247,6,1,1,92.0
247,11,0,1,76.0
247,12,0,1,68.0
247,13,1,1,82.0
247,17,1,2,80.5
247,19,1,2,80.5
247,20,2,2,86.5
248,2,3,4,83.25
248,4,1,1,86.0
248,6,1,2,74.5
248,9,1,1,88.0
248,11,0,1,74.0
248,14,1,1,83.0
248,16,1,1,89.0
248,17,0,1,72.0
248,18,1,1,83.0
248,19,1,1,90.0
249,1,1,1,83.0
249,2,2,5,76.6
249,6,1,1,78.0
249,8,1,1,80.0
249,10,0,1,74.0
249,14,1,1,90.0
249,16,1,1,83.0
249,17,1,1,85.0
250,1,0,1,75.0
250,2,3,4,77.25
250,3,1,2,76.5
250,5,0,2,73.5
250,6,1,1,95.0
250,17,2,2,88.5
251,1,1,1,85.0
251,2,4,4,81.75
251,4,0,1,70.0
251,5,2,2,93.0
251,6,1,2,77.5
251,8,0,1,67.0
251,9,2,2,87.5
251,13,1,1,80.0
251,17,1,1,83.0
252,2,4,5,85.2
252,3,0,1,72.0
252,7,1,1,84.0
252,10,1,1,86.0
252,11,0,1,68.0
252,12,1,1,78.0
252,17,1,1,84.0
252,18,1,1,78.0
253,1,1,1,78.0
253,2,1,4,71.5
253,10,1,2,80.0
253,11,0,1,66.0
253,14,1,1,84.0
253,15,1,1,90.0
253,16,1,1,94.0
253,17,1,1,90.0
254,1,1,2,81.5
254,2,4,5,84.0
254,4,0,1,70.0
254,6,0,1,66.0
254,7,1,1,84.0
254,11,0,1,67.0
254,14,1,1,84.0
254,17,0,1,75.0
255,2,1,3,74.0
255,4,1,1,93.0
255,5,1,1,86.0
255,6,1,2,76.5
255,7,1,1,83.0
255,15,0,1,71.0
255,16,0,1,75.0
255,17,1,1,91.0
255,18,1,1,90.0
255,19,0,1,69.0
255,20,1,1,81.0
256,2,1,3,75.67
256,7,0,1,70.0
256,10,1,1,85.0
256,11,0,2,70.0
256,15,1,1,82.0
256,17,3,3,86.0
256,19,0,1,70.0
257,2,4,4,83.5
257,4,0,1,71.0
257,6,1,1,92.0
257,7,0,1,65.0
257,8,1,1,89.0
257,9,1,1,85.0
257,17,1,1,81.0
257,19,1,1,78.0
257,20,1,1,84.0
258,1,1,1,81.0
258,2,1,4,74.5
258,3,2,2,78.5
258,5,1,1,86.0
258,7,1,1,81.0
258,9,2,2,80.0
258,12,1,1,81.0
258,16,0,2,72.0
258,17,1,1,92.0
259,2,3,4,80.0
259,4,1,1,83.0
259,8,1,2,80.0
259,10,1,1,84.0
259,13,0,1,76.0
259,14,1,2,71.0
259,17,2,2,92.0
259,19,0,1,69.0
260,2,2,4,77.5
260,3,0,2,75.5
260,11,1,1,77.0
260,12,0,1,73.0
260,15,1,2,76.5
260,17,1,1,90.0
260,20,1,1,84.0
261,2,4,4,90.0
261,5,1,1,86.0
261,9,1,1,78.0
261,10,1,2,84.0
261,11,1,1,79.0
261,13,0,1,74.0
261,16,1,1,80.0
261,17,1,1,77.0
261,18,1,1,80.0
261,20,0,1,67.0
262,2,2,4,73.75
262,6,1,1,84.0
262,10,0,1,74.0
262,17,0,1,76.0
262,18,1,1,76.0
262,19,1,1,78.0
262,20,0,1,73.0
263,2,3,4,81.75
263,6,0,1,73.0
263,8,1,1,81.0
263,9,0,1,72.0
263,11,1,1,88.0
263,17,1,2,75.5
264,1,1,1,86.0
264,2,2,4,76.5
264,9,0,1,68.0
264,13,1,1,78.0
264,14,1,1,76.0
264,17,0,1,65.0
264,18,1,1,86.0
265,2,3,4,79.25
265,4,0,1,73.0
265,7,3,3,84.33
265,9,0,1,76.0
265,11,0,1,66.0
265,17,0,1,69.0
266,2,2,3,85.67
266,7,2,2,88.0
266,9,0,1,74.0
266,10,1,1,78.0
266,12,0,1,64.0
266,15,1,1,77.0
266,17,2,2,84.5
266,18,1,2,76.0
266,19,2,2,83.5
267,1,1,1,89.0
267,2,4,4,83.25
267,3,1,1,85.0
267,4,0,2,73.5
267,5,1,1,84.0
267,9,0,1,76.0
267,10,0,1,72.0
267,11,1,1,79.0
267,12,1,1,87.0
267,16,1,1,83.0
267,17,1,1,79.0
268,1,1,1,78.0
268,2,4,5,81.4
268,5,1,1,85.0
268,9,0,1,67.0
268,11,2,2,86.5
268,12,0,1,69.0
268,15,1,2,72.5
268,16,1,1,80.0
268,17,1,1,76.0
269,2,2,3,77.33
269,3,1,2,76.5
269,6,1,1,85.0
269,8,1,1,82.0
269,9,0,1,73.0
269,10,1,1,80.0
269,11,1,1,77.0
269,13,0,1,70.0
269,15,1,1,80.0
269,17,0,1,68.0
269,18,1,1,78.0
269,20,0,1,75.0
270,2,2,4,80.5
270,5,2,2,86.5
270,7,1,1,81.0
270,8,0,1,67.0
270,9,0,1,71.0
270,11,3,3,81.67
270,17,1,1,78.0
270,20,1,1,86.0
271,2,3,4,83.25
271,3,0,1,74.0
271,13,1,1,80.0
271,14,0,1,70.0
271,15,1,1,86.0
271,17,2,2,83.0
271,18,2,2,83.5
271,20,1,1,77.0
272,2,3,4,77.5
272,8,0,1,76.0
272,11,2,2,80.5
272,12,2,2,83.5
272,17,1,1,94.0
272,20,1,1,83.0
273,1,1,1,84.0
273,2,4,4,84.25
273,4,1,1,84.0
273,5,1,2,75.5
273,9,1,1,86.0
273,10,2,2,80.0
273,13,1,1,84.0
273,17,1,2,79.5
273,19,0,1,69.0
274,1,2,3,79.33
274,2,3,4,80.75
274,6,1,1,97.0
274,9,0,1,75.0
274,11,0,2,70.0
274,17,1,1,96.0
274,18,1,1,91.0
275,2,4,6,83.0
275,4,2,2,84.5
275,8,0,1,73.0
275,11,0,1,71.0
275,15,1,1,81.0
275,17,1,1,79.0
275,18,1,1,77.0
275,20,0,1,67.0
276,1,1,1,92.0
276,2,3,4,80.75
276,9,1,1,89.0
276,10,0,2,73.5
276,11,0,1,73.0
276,13,1,1,90.0
276,16,1,2,80.0
276,17,1,1,78.0
276,19,1,1,85.0
277,2,2,4,77.75
277,3,1,1,82.0
277,6,0,1,70.0
277,7,1,1,81.0
277,8,0,1,67.0
277,9,0,1,66.0
277,10,1,1,89.0
277,12,1,1,88.0
277,17,1,2,74.5
278,2,4,4,89.5
278,5,1,1,90.0
278,6,1,2,81.5
278,8,1,1,81.0
278,17,2,2,81.5
278,19,1,1,86.0
278,20,0,1,68.0
279,2,2,4,79.0
279,4,1,1,81.0
279,7,1,2,77.0
279,11,1,3,74.67
279,13,1,1,77.0
279,15,1,1,77.0
279,17,2,2,79.5
280,2,2,4,77.5
280,3,1,2,75.0
280,6,1,1,94.0
280,8,1,1,85.0
280,14,1,1,87.0
280,16,1,1,82.0
280,17,2,2,80.5
280,19,1,1,96.0
281,2,4,4,82.75
281,3,1,2,83.5
281,5,1,1,85.0
281,10,1,1,92.0
281,12,0,1,74.0
281,16,1,1,79.0
281,17,1,1,80.0
281,18,0,1,72.0
281,19,1,1,82.0
282,2,4,5,86.4
282,7,1,1,79.0
282,8,1,1,79.0
282,10,2,2,89.0
282,11,0,1,62.0
282,12,1,1,84.0
282,17,1,1,82.0
282,18,1,1,82.0
283,1,0,1,68.0
283,2,3,4,79.75
283,6,1,1,94.0
283,13,1,2,75.5
283,15,1,1,79.0
283,17,0,2,68.5
283,20,1,1,87.0
284,2,5,5,88.2
284,4,1,1,85.0
284,7,0,1,75.0
284,8,1,1,90.0
284,12,1,1,88.0
284,16,2,2,91.5
284,17,1,1,77.0
284,18,2,2,88.0
285,2,4,4,84.75
285,4,0,1,74.0
285,6,1,1,92.0
285,12,2,2,79.0
285,17,0,1,72.0
285,20,1,1,88.0
286,1,1,1,82.0
286,2,3,5,78.4
286,6,1,1,78.0
286,7,1,1,78.0
286,13,1,2,75.0
286,14,0,1,75.0
286,16,1,1,86.0
286,17,0,1,75.0
287,2,4,4,80.75
287,3,0,1,70.0
287,6,2,2,81.5
287,10,0,1,67.0
287,11,2,2,80.5
287,12,1,1,79.0
287,15,1,2,76.5
287,17,1,1,85.0
288,2,2,3,77.33
288,5,1,2,75.5
288,7,1,1,76.0
288,8,0,1,73.0
288,13,1,1,77.0
288,14,2,2,83.5
288,15,0,1,76.0
288,17,1,1,79.0
288,18,1,1,81.0
288,20,1,1,79.0
289,1,1,1,87.0
289,2,3,3,83.0
289,3,0,1,73.0
289,5,1,1,81.0
289,9,1,1,86.0
289,12,2,2,81.5
289,17,2,2,79.5
289,18,1,1,87.0
290,2,2,4,78.75
290,3,1,1,87.0
290,6,0,1,74.0
290,7,1,1,79.0
290,11,0,1,70.0
290,12,1,2,82.5
290,15,0,1,63.0
290,17,1,2,80.0
290,18,1,1,82.0
291,2,2,4,79.5
291,3,1,1,81.0
291,7,1,1,86.0
291,9,1,1,84.0
291,14,1,1,85.0
291,17,2,2,88.0
292,1,0,1,64.0
292,2,4,4,84.75
292,8,1,1,87.0
292,13,1,1,93.0
292,14,0,1,75.0
292,15,1,1,78.0
292,17,1,1,80.0
292,19,1,1,79.0
293,2,3,4,84.25
293,5,1,1,80.0
